id,vehicleType,make,model,modelType,color,colorType,driveType,accessories,price,totalOwners,kilometers,seats,doors,power,batteryCapacity,batteryGuaranteeMonth,batteryGuaranteeKm,electricRange,chargingType,chargingPower,maximumChargingPower
13785255,Car,Hyundai,Ioniq 6,,White,Nonmetallic,Four wheel,"Power steering,Central locking: Remote control,Power windows,Alloy wheels,Airconditioning: Automatic,Internal socket,Leather upholstery,ABS brakes,Airbag,Service manual: Electronic,Radio,USB,Bluetooth,Sun hatch: Without panorama,Traction control,Cruise control: Adaptive,Electric seats: With memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Roof Opening Mechanism: Electronic,Rain Sensor,Multiactive Steering Wheel,Isofix-ready,Auto hold,Keyless start,Electrically operated tailgate,LED-headlights,Parking Assistant,Parking camera: 360-degree camera,Tire-pressure monitoring system,Lane departure warning system,Head-Up display,Smartphone integration,Adaptive headlights,Emergency brake assist,Collision avoidance system,Blind spot sensor,Heated steering wheel,Folding rear seats,Battery preheating",66900.0,,,5.0,4.0,239.0,77.0,,160000.0,585.0,CCS,,
13785268,Car,Toyota,bZ4X,,Black,Nonmetallic,Front wheel,"Central locking: Remote control,Power windows,Alloy wheels,Two sets of tyres,Airconditioning: Manual,Radio,Bluetooth,Cruise control: Adaptive,Satellite navigator,Driving assistant,Auto hold,Keyless start,Heated windshield,LED-headlights,Parking camera: Simple camera,Lane departure warning system",49900.0,,1000.0,5.0,4.0,,71.0,,160000.0,511.0,CCS,150.0,150.0
13785329,Car,Hyundai,Ioniq 6,,White,Nonmetallic,Four wheel,"Power steering,Central locking: Remote control,Power windows,Alloy wheels,Airconditioning: Automatic,Internal socket,Leather upholstery,ABS brakes,Airbag,Service manual: Electronic,Radio,USB,Bluetooth,Sun hatch: Without panorama,Traction control,Cruise control: Adaptive,Electric seats: With memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Roof Opening Mechanism: Electronic,Rain Sensor,Multiactive Steering Wheel,Isofix-ready,Auto hold,Keyless start,Electrically operated tailgate,LED-headlights,Parking Assistant,Parking camera: 360-degree camera,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Head-Up display,Smartphone integration,Adaptive headlights,Emergency brake assist,Collision avoidance system,Blind spot sensor,Heated steering wheel,Folding rear seats,Battery preheating",66900.0,,,5.0,4.0,239.0,77.0,,160000.0,585.0,CCS,,
13785366,Car,Citroen,C4,,White,Nonmetallic,Front wheel,"Central locking: Remote control,Power windows,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,Airbag,Cruise control: Traditional,Parking sensors,Driving assistant,Fog lights,LED-headlights,Parking camera: Simple camera,Lane departure warning system",43300.0,,,5.0,5.0,,50.0,,160000.0,350.0,CCS,100.0,100.0
13785420,Car,Citroen,C4,,Red,Nonmetallic,Front wheel,"Central locking: Remote control,Power windows,Alloy wheels,Airconditioning: Automatic,Leather upholstery,Airbag,Cruise control: Traditional,Parking sensors,Satellite navigator,Driving assistant,Fog lights,Heated windshield,LED-headlights,Parking camera: Simple camera,Lane departure warning system,Blind spot sensor",44700.0,,,5.0,5.0,,50.0,,160000.0,350.0,CCS,100.0,100.0
13785490,Car,Porsche,Taycan,,Blue,Nonmetallic,Four wheel,"Airconditioning: Automatic,Leather upholstery,Sun hatch: With panorama,Traction control,Cruise control: Adaptive,Electric seats: With memory,On board computer,Parking sensors,Driving assistant,Parking camera: Simple camera,Air suspension",149479.0,,,5.0,4.0,420.0,93.0,,160000.0,490.0,,270.0,270.0
13785892,Car,Volvo,XC40,,Other,Not available,Front wheel,"Airconditioning: Automatic,Sun hatch: With panorama,Cruise control: Adaptive,Seat heaters,Parking sensors,Driving assistant,Fog lights,Rain Sensor,Hands-free kit,Sunroof,Auto hold,Electrically operated tailgate",52900.0,,15000.0,5.0,5.0,170.0,0.0,,,,,,
13786180,Car,Maxus,T90,,Black,Metallic,Rear wheel,"USB,Bluetooth,Rain Sensor",69870.0,,,5.0,4.0,130.0,88.0,,,471.0,CCS,,
13786459,Car,Mercedes-Benz,EQE,,White,Not available,Four wheel,"Tow bar,Leather upholstery,Cruise control: Traditional,Electric mirrors,Satellite navigator,Hands-free kit,Sunroof,Electrically operated tailgate,Parking camera: Simple camera,Air suspension",118890.0,,5000.0,5.0,5.0,215.0,0.0,,,,,,
13787447,Car,Kia,Niro,,Gray,Metallic,Front wheel,"Power steering,Central locking: Remote control,Power windows,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Service manual: Paper,Immobilizer,Traction control,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Hands-free kit,Isofix-ready,Auto hold,Keyless start,LED-headlights,Parking camera: Simple camera,Plug-in charging for hybrid vehicles,Tire-pressure monitoring system,Traffic sign recognition,Emergency brake assist,Collision avoidance system,Blind spot sensor,Heated steering wheel,Folding rear seats",43890.0,,15000.0,5.0,5.0,,0.0,,,,,,
13787646,Car,Audi,Q4 e-tron,,Gray,Nonmetallic,Rear wheel,"Tow bar,Alloy wheels,Two sets of tyres,Airconditioning: Manual,Cruise control: Adaptive,Parking sensors,Satellite navigator,Multiactive Steering Wheel,LED-headlights,Parking camera: Simple camera",64900.0,,1000.0,5.0,4.0,150.0,82.0,,160000.0,526.0,CCS,135.0,135.0
13787657,Car,Audi,Q4 e-tron,,Black,Nonmetallic,Four wheel,"Tow bar,Alloy wheels,Airconditioning: Manual,Cruise control: Adaptive,Parking sensors,Satellite navigator,Multiactive Steering Wheel,LED-headlights,Parking camera: Simple camera",72090.0,,,5.0,4.0,220.0,82.0,,160000.0,511.0,CCS,135.0,135.0
13787783,Car,Volkswagen,ID3,,White,Nonmetallic,Rear wheel,"Two sets of tyres,Airconditioning: Automatic,Cruise control: Adaptive,Satellite navigator,LED-headlights,Parking Assistant,Parking camera: Simple camera",48500.0,,1000.0,5.0,5.0,150.0,62.0,,,424.0,CCS,120.0,120.0
13787942,Car,MG,Marvel R,,Blue,Nonmetallic,Rear wheel,"Power steering,Central locking: Keyless,Power windows,Alloy wheels,Leather upholstery,ABS brakes,Airbag,Radio,Sun hatch: With panorama,Traction control,Parking sensors,Electric mirrors,Driving assistant,Roof Opening Mechanism: Electronic,Rain Sensor,Hands-free kit,Isofix-ready,Keyless start,Electrically operated tailgate,LED-headlights,Parking camera: 360-degree camera,Lane departure warning system,Smartphone integration,Folding rear seats,Battery preheating",42900.0,,,5.0,5.0,132.0,70.0,,150000.0,402.0,CCS,92.0,92.0
13787990,Car,MG,ZS,,White,Nonmetallic,Front wheel,"Power steering,Central locking: Keyless,Power windows,Alloy wheels,Airconditioning: Automatic,ABS brakes,Airbag,Radio,USB,Bluetooth,Traction control,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Multiactive Steering Wheel,Hands-free kit,Isofix-ready,Keyless start,LED-headlights,Parking camera: Simple camera,Smartphone integration,Folding rear seats,Battery preheating",34900.0,,13.0,5.0,5.0,115.0,70.0,,150000.0,440.0,CCS,92.0,92.0
13788031,Car,Mercedes-Benz,EQA,,Red,Nonmetallic,Front wheel,"Power steering,Central locking: Keyless,Power windows,Tow bar,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,ABS brakes,Airbag,Service manual: Electronic,Radio,Bluetooth,Cruise control: Adaptive,Fuel / battery powered heater,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Isofix-ready,Auto hold,Keyless start,Electrically operated tailgate,LED-headlights,Parking Assistant,Parking camera: Simple camera,Tire-pressure monitoring system,Traffic sign recognition,Smartphone integration,Adaptive headlights,Emergency brake assist,Collision avoidance system",58900.0,,1000.0,5.0,5.0,,66.0,,,491.0,CCS,100.0,100.0
13788153,Car,Nissan,Ariya,,Gray,Nonmetallic,Front wheel,,42300.0,,,5.0,4.0,160.0,0.0,,,,,,
13788198,Car,Nissan,Ariya,,Black,Not available,Front wheel,"Airconditioning: Automatic,Airbag,Immobilizer,Traction control,Cruise control: Traditional,Seat heaters,Parking sensors,Driving assistant,Fog lights,Hands-free kit,Isofix-ready,LED-headlights,Lane departure warning system,Emergency brake assist,Folding rear seats",42300.0,,,5.0,4.0,4.0,0.0,,,,,,
13788519,Car,Nissan,Ariya,,Other,Nonmetallic,Front wheel,"Airconditioning: Automatic,Traction control,Cruise control: Traditional,Parking sensors,LED-headlights",43100.0,,,5.0,5.0,,63.0,,160000.0,403.0,CCS,130.0,130.0
13788553,Car,Nissan,Ariya,,Black,Nonmetallic,Front wheel,"Airconditioning: Automatic,Traction control,Cruise control: Traditional,Parking sensors,Heated windshield,LED-headlights,Lane departure warning system",43100.0,,,5.0,5.0,,63.0,,160000.0,403.0,CCS,130.0,130.0
13788869,Car,Skoda,Enyaq,,Silver,Nonmetallic,Rear wheel,"Tow bar,Alloy wheels,Electric seats: With memory",60775.0,,,5.0,5.0,150.0,0.0,,,,,,
13788909,Car,BMW,i4,,Other,Metallic,Rear wheel,,69900.0,,,,4.0,250.0,0.0,,,,,,
13789011,Car,Volvo,C40,,Other,Nonmetallic,Four wheel,,60800.0,,2000.0,,,300.0,0.0,,,,,,
13789014,Car,Volvo,C40,,Other,Nonmetallic,Four wheel,,61900.0,,5000.0,,,300.0,0.0,,,,,,
13789015,Car,Volvo,C40,,Other,Nonmetallic,Four wheel,,60800.0,,5000.0,5.0,,300.0,0.0,,,,,,
13789019,Car,Volvo,XC40,,Other,Nonmetallic,Front wheel,"Airconditioning: Automatic,Airbag,USB,Bluetooth,Cruise control: Traditional,Electric seats: With memory,Seat heaters,Parking sensors,Driving assistant,Fog lights,Rain Sensor,Electrically operated tailgate,Parking camera: Simple camera,Lane departure warning system",49900.0,,5000.0,5.0,,,0.0,,,,,,
13789083,Car,Citroen,e-Berlingo,,Gray,Nonmetallic,Front wheel,"Central locking: Remote control,Power windows,Airconditioning: Automatic,Airbag,Bluetooth,Cruise control: Traditional,Parking sensors,Satellite navigator,Driving assistant,Fog lights,Isofix-ready,Auto hold,Parking camera: Simple camera,Lane departure warning system",47740.0,,,7.0,6.0,,50.0,,160000.0,270.0,CCS,100.0,100.0
13789264,Car,Nissan,Ariya,,Gray,Nonmetallic,Front wheel,"Alloy wheels,Airconditioning: Automatic,Airbag,USB,Bluetooth,Traction control,Cruise control: Traditional,Parking sensors,Fog lights,Rain Sensor,Heated windshield,LED-headlights,Lane departure warning system",43000.0,,,5.0,5.0,,63.0,,160000.0,403.0,CCS,130.0,130.0
13789328,Car,Nissan,Ariya,,Black,Nonmetallic,Front wheel,"Alloy wheels,Airconditioning: Automatic,Airbag,USB,Bluetooth,Traction control,Cruise control: Traditional,Parking sensors,Fog lights,Rain Sensor,Heated windshield,LED-headlights,Lane departure warning system",43100.0,,,5.0,5.0,,63.0,,160000.0,403.0,CCS,130.0,130.0
13789334,Car,Nissan,Ariya,,Black,Nonmetallic,Front wheel,"Alloy wheels,Airconditioning: Automatic,Airbag,USB,Bluetooth,Traction control,Cruise control: Traditional,Parking sensors,Fog lights,Rain Sensor,Heated windshield,LED-headlights,Lane departure warning system",43100.0,,,5.0,5.0,,63.0,,160000.0,403.0,CCS,130.0,130.0
13789391,Car,Volvo,XC40,,Other,Metallic,Front wheel,"Central locking: Remote control,Power windows,Alloy wheels,Airconditioning: Automatic,Airbag,Immobilizer,Cruise control: Traditional,Seat heaters,Parking sensors,Electric mirrors,Driving assistant,Fog lights,Rain Sensor,Hands-free kit,Isofix-ready,Auto hold,Electrically operated tailgate,Parking camera: Simple camera,Lane departure warning system,Emergency brake assist",53050.0,,,,5.0,170.0,0.0,,,,,,
13789521,Car,Audi,Q4 e-tron,,Black,Not available,Four wheel,"Power windows,Two sets of tyres,Airconditioning: Automatic,Cruise control: Adaptive,Seat heaters,Parking sensors,Electric mirrors,Multiactive Steering Wheel,Keyless start,Electrically operated tailgate,LED-headlights,Sport seats,Parking camera: Simple camera,Tire-pressure monitoring system",60800.0,,6500.0,5.0,4.0,4.0,0.0,,,,,,
13789635,Car,Hyundai,Ioniq 5,77 kWh 229 hv Style,Gray,Not available,Rear wheel,"Power windows,Airconditioning: Automatic,Cruise control: Adaptive,Seat heaters,Rain Sensor,Parking camera: Simple camera",49600.0,,14600.0,5.0,5.0,168.0,0.0,,,,,,
13789852,Car,Mercedes-Benz,EQE,,White,Not available,Four wheel,"Tow bar,Leather upholstery,Sun hatch: With panorama,Cruise control: Adaptive,Multiactive Steering Wheel,Sunroof,Heated windshield,Air suspension",130900.0,,,5.0,5.0,300.0,90.0,,,537.0,CCS,170.0,
13790480,Car,Cupra,Born,,White,Metallic,Rear wheel,"Power steering,Central locking: Remote control,Power windows,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,ABS brakes,Airbag,Service manual: Paper,Immobilizer,Traction control,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Audio input,Hands-free kit,Isofix-ready,Auto hold,Keyless start,LED-headlights,Parking Assistant,Parking camera: Simple camera,Plug-in charging for hybrid vehicles,Tire-pressure monitoring system,Traffic sign recognition,Smartphone integration,Emergency brake assist,Collision avoidance system,Heated steering wheel,Folding rear seats",42890.0,,14000.0,4.0,5.0,,0.0,,,,,,
13790533,Car,Kia,Niro,,White,Not available,Front wheel,"Airconditioning: Automatic,Leather upholstery,Cruise control: Adaptive,Seat heaters,Parking sensors,Satellite navigator,Rain Sensor,Hands-free kit,Isofix-ready,Parking camera: Simple camera,Tire-pressure monitoring system,Lane departure warning system,Emergency brake assist",47750.0,,500.0,5.0,5.0,150.0,64.8,,,460.0,CCS,72.0,
13790536,Car,Skoda,Enyaq,,Gray,Not available,Rear wheel,"Central locking: Keyless,Airconditioning: Automatic,Airbag,Cruise control: Adaptive,Parking sensors,Electric mirrors,Rain Sensor,Sunroof,Isofix-ready,LED-headlights,Parking camera: Simple camera,Tire-pressure monitoring system,Emergency brake assist",49800.0,,,5.0,5.0,132.0,58.0,,,393.0,CCS,130.0,
13790728,Car,Opel,Mokka-e,,Red,Nonmetallic,Front wheel,"Central locking: Keyless,Alloy wheels,Airconditioning: Automatic,Bluetooth,Cruise control: Traditional,On board computer,Isofix-ready,Keyless start,LED-headlights,Parking camera: Simple camera,Heated steering wheel,Battery preheating",38570.0,,10.0,5.0,4.0,,50.0,,160000.0,342.0,CCS,100.0,100.0
13791774,Car,BMW,i4 M50,,Orange,Metallic,Four wheel,"Power steering,Central locking: Keyless,Power windows,Tow bar,Alloy wheels,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Service manual: Electronic,CD Player,Radio,USB,MP3,Bluetooth,Immobilizer,Alarm system,Traction control,Cruise control: Adaptive,On board computer,Xenon light,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Fog lights,Rain Sensor,Multiactive Steering Wheel,Audio input,Hands-free kit,Sport base,Isofix-ready,Curve lights,Auto hold,Keyless start,Ski hatch,Electrically operated tailgate,LED-headlights,Sport seats,Parking Assistant,Parking camera: 360-degree camera,Plug-in charging for hybrid vehicles,Start-stop system,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Head-Up display,Smartphone integration,Adaptive headlights,Emergency brake assist,Collision avoidance system,Trunk temp-control device,Blind spot sensor,Heated steering wheel,Folding rear seats,Battery preheating",75000.0,1.0,56.0,5.0,4.0,400.0,81.0,,,460.0,,205.0,205.0
13836585,Car,Mercedes-Benz,EQS,,Blue,Nonmetallic,Four wheel,"Tow bar,Alloy wheels,Leather upholstery,Alarm system,Sun hatch: With panorama,Electric seats: With memory,Air suspension,Smartphone integration",179180.0,,,5.0,5.0,,108.0,,250000.0,679.0,CCS,200.0,200.0
13836795,Car,Kia,Niro,,Other,Metallic,Front wheel,"Central locking: Remote control,Power windows,Airconditioning: Automatic,Leather upholstery,Airbag,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Satellite navigator,Driving assistant,Fog lights,Rain Sensor,Hands-free kit,Isofix-ready,Keyless start,Parking camera: Simple camera,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Emergency brake assist",48985.0,,,5.0,5.0,150.0,0.0,,,,,,
13838310,Car,MG,MG4,,Gray,Nonmetallic,Rear wheel,"Airconditioning: Automatic,Cruise control: Adaptive,Parking sensors,LED-headlights",28700.0,,2000.0,5.0,5.0,125.0,51.0,,150000.0,350.0,CCS,88.0,88.0
13838454,Car,Mercedes-Benz,EQE,,Other,Metallic,Four wheel,"Tow bar,Airconditioning: Automatic,Cruise control: Traditional,Electric mirrors,Satellite navigator,Multiactive Steering Wheel,Heated windshield,Sport seats,Parking Assistant,Air suspension,Smartphone integration",122500.0,,,,4.0,,89.0,,,536.0,CCS,170.0,
13838638,Car,Skoda,Enyaq,,Blue,Nonmetallic,Four wheel,"Central locking: Keyless,Alloy wheels,Airconditioning: Automatic,USB,Cruise control: Adaptive,Electric seats: With memory,Seat heaters,Parking sensors,Satellite navigator,Multiactive Steering Wheel,Isofix-ready,Heated windshield,LED-headlights,Parking camera: Simple camera",59900.0,,,5.0,5.0,,82.0,,160000.0,507.0,CCS,135.0,135.0
13838651,Car,Cupra,Born,,Gray,Nonmetallic,Rear wheel,"Central locking: Keyless,Alloy wheels,Airconditioning: Automatic,Airbag,Cruise control: Adaptive,Electric seats: Without memory,Parking sensors,Satellite navigator,Rain Sensor,Multiactive Steering Wheel,LED-headlights,Parking camera: Simple camera",43120.0,,,5.0,5.0,170.0,62.0,,160000.0,404.0,CCS,120.0,120.0
13838681,Car,MG,MG4,,Gray,Nonmetallic,Rear wheel,"Airconditioning: Automatic,Bluetooth,Cruise control: Adaptive,Parking sensors,LED-headlights",28700.0,,1000.0,5.0,5.0,125.0,51.0,,150000.0,350.0,CCS,88.0,88.0
13838827,Car,Volkswagen,ID. Buzz,,White,Nonmetallic,Rear wheel,"Power steering,Central locking: Keyless,Power windows,Alloy wheels,Airconditioning: Automatic,ABS brakes,Airbag,Radio,USB,Bluetooth,Alarm system,Traction control,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Isofix-ready,Auto hold,Keyless start,Heated windshield,Electrically operated tailgate,LED-headlights,Parking Assistant,Parking camera: 360-degree camera,Traffic sign recognition,Lane departure warning system,Smartphone integration,Emergency brake assist,Collision avoidance system,Blind spot sensor,Heated steering wheel,Folding rear seats",65840.0,,,5.0,5.0,150.0,82.0,,160000.0,424.0,CCS,170.0,170.0
13838845,Car,Audi,Q4 e-tron,,Blue,Nonmetallic,Four wheel,"Tow bar,Alloy wheels,Airconditioning: Manual,Cruise control: Adaptive,Parking sensors,Satellite navigator,Multiactive Steering Wheel,LED-headlights,Parking camera: Simple camera",65600.0,,,5.0,,195.0,0.0,,,,,,
13838968,Car,Volkswagen,ID. Buzz,,White,Not available,Rear wheel,"Tow bar,Cruise control: Adaptive,Seat heaters,Electric mirrors,Hands-free kit,Electrically operated tailgate,LED-headlights,Parking Assistant,Parking camera: Simple camera",69490.0,,7000.0,5.0,5.0,150.0,77.0,,,400.0,,,
13839009,Car,Kia,EV6,,Black,Metallic,Four wheel,"Airconditioning: Automatic,Airbag,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Satellite navigator,Driving assistant,Hands-free kit,Sunroof,Isofix-ready,Parking Assistant,Parking camera: Simple camera,Folding rear seats",71247.0,,1.0,5.0,5.0,5.0,77.0,,,506.0,,,
13839033,Car,Kia,EV6,,Blue,Not available,Rear wheel,"Central locking: Remote control,Airconditioning: Automatic,Leather upholstery,Airbag,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Satellite navigator,Driving assistant,Rain Sensor,Hands-free kit,Isofix-ready,Auto hold,Keyless start,Ski hatch,LED-headlights,Parking camera: Simple camera,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Emergency brake assist,Folding rear seats",60660.0,,,5.0,4.0,,0.0,,,,,,
13839037,Car,Mercedes-Benz,EQE,,Other,Metallic,Four wheel,"Tow bar,Airconditioning: Automatic,Airbag,Cruise control: Traditional,Electric mirrors,Heated windshield,Parking Assistant,Parking camera: Simple camera,Air suspension,Tire-pressure monitoring system,Smartphone integration",114220.0,,,,4.0,,0.0,,,,,,
13839060,Car,Opel,Mokka-e,,Other,Not available,Front wheel,"Power windows,Airconditioning: Automatic,Leather upholstery,Airbag,Cruise control: Traditional,Parking sensors,Electric mirrors,Driving assistant,Hands-free kit,Isofix-ready,Keyless start,LED-headlights,Parking camera: Simple camera,Tire-pressure monitoring system,Lane departure warning system,Emergency brake assist,Folding rear seats",40870.0,,,,5.0,,0.0,,,,,,
13839073,Car,Volkswagen,ID4,,White,Not available,Four wheel,"Central locking: Remote control,Power windows,Tow bar,Two sets of tyres,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Immobilizer,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Satellite navigator,Rain Sensor,Multiactive Steering Wheel,Hands-free kit,Sport base,Isofix-ready,Keyless start,LED-headlights,Sport seats,Lane departure warning system,Smartphone integration",49870.0,,10000.0,5.0,4.0,220.0,0.0,,,,,,
13839182,Car,Audi,Q4 e-tron,,Black,Nonmetallic,Four wheel,"Power steering,Central locking: Remote control,Power windows,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Radio,USB,Bluetooth,Immobilizer,Traction control,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Isofix-ready,Auto hold,Keyless start,Electrically operated tailgate,LED-headlights,Sport seats,Parking Assistant,Parking camera: Simple camera,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Smartphone integration,Adaptive headlights,Emergency brake assist,Collision avoidance system,Folding rear seats",70900.0,,3000.0,5.0,4.0,220.0,82.0,,160000.0,495.0,CCS,135.0,135.0
13839202,Car,Audi,e-tron GT,,Gray,Nonmetallic,Four wheel,"Alloy wheels,Airconditioning: Automatic,Leather upholstery,Cruise control: Adaptive,Electric seats: Without memory,Parking sensors,Satellite navigator,Multiactive Steering Wheel,Parking camera: Simple camera,Air suspension",115380.0,,,5.0,4.0,350.0,0.0,,,,,,
13839366,Car,Volkswagen,ID3,,Red,Nonmetallic,Rear wheel,"Alloy wheels,Airconditioning: Automatic,Alarm system,Cruise control: Adaptive,Satellite navigator,Rain Sensor,Multiactive Steering Wheel,LED-headlights,Parking Assistant,Parking camera: Simple camera",44585.0,,,5.0,5.0,150.0,62.0,,160000.0,424.0,CCS,120.0,120.0
13839384,Car,Volkswagen,ID3,,Blue,Nonmetallic,Rear wheel,"Alloy wheels,Airconditioning: Automatic,Alarm system,Cruise control: Adaptive,Satellite navigator,Rain Sensor,Multiactive Steering Wheel,LED-headlights,Parking Assistant,Parking camera: Simple camera",41900.0,,,5.0,5.0,150.0,62.0,,160000.0,424.0,CCS,120.0,120.0
13839411,Car,MG,Marvel R,,Black,Nonmetallic,Rear wheel,"Power steering,Central locking: Keyless,Power windows,Airconditioning: Automatic,Airbag,Radio,USB,Bluetooth,Cruise control: Adaptive,Electric seats: With memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Rain Sensor,Multiactive Steering Wheel,Keyless start,Electrically operated tailgate,LED-headlights,Lane departure warning system,Folding rear seats",43900.0,,1000.0,5.0,5.0,132.0,70.0,,,402.0,CCS,92.0,92.0
13839475,Car,Audi,Q4 e-tron,,White,Nonmetallic,Four wheel,"Tow bar,Alloy wheels,Airconditioning: Manual,Leather upholstery,Cruise control: Adaptive,Parking sensors,Satellite navigator,Multiactive Steering Wheel,Sport base,LED-headlights,Parking camera: Simple camera",71170.0,,,5.0,4.0,195.0,82.0,,160000.0,500.0,CCS,135.0,135.0
13839596,Car,Skoda,Enyaq,,Black,Not available,Rear wheel,"Power windows,Airconditioning: Automatic,Cruise control: Traditional,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Multiactive Steering Wheel,Hands-free kit,Isofix-ready,Parking camera: Simple camera,Emergency brake assist",46800.0,,43000.0,5.0,5.0,5.0,0.0,,,,,,
13839644,Car,Kia,Niro,,Black,Metallic,Front wheel,"Central locking: Remote control,Power windows,Two sets of tyres,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Hands-free kit,Isofix-ready,Keyless start,Electrically operated tailgate,LED-headlights,Parking camera: Simple camera,Traffic sign recognition,Lane departure warning system,Smartphone integration,Emergency brake assist",39870.0,,19000.0,5.0,5.0,5.0,0.0,,,,,,
13839858,Car,Polestar,2,,Brown,Not available,Front wheel,"Power windows,Airconditioning: Automatic,Cruise control: Adaptive,Electric seats: Without memory,Seat heaters,Rain Sensor,Parking Assistant",58900.0,,5000.0,5.0,5.0,170.0,0.0,,,,,,
13840246,Car,Polestar,2,,Gray,Nonmetallic,Four wheel,"Airconditioning: Automatic,Sun hatch: With panorama,Cruise control: Adaptive,Seat heaters,Fog lights,Rain Sensor,LED-headlights,Parking Assistant",57900.0,,15000.0,5.0,,300.0,0.0,,,,,,
13840343,Car,Kia,Niro,,White,Not available,Front wheel,"Central locking: Keyless,Power windows,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Traction control,Cruise control: Adaptive,Electric seats: Without memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Hands-free kit,Sunroof,Isofix-ready,Electrically operated tailgate,LED-headlights,Parking camera: Simple camera,Start-stop system,Head-Up display",45850.0,,16000.0,5.0,5.0,5.0,0.0,,,,,,
13840400,Car,Ford,Mustang Mach-E,,Other,Metallic,Four wheel,"Central locking: Remote control,Airconditioning: Automatic,Airbag,Cruise control: Adaptive,On board computer,Parking sensors,Satellite navigator,Driving assistant,Fog lights,Isofix-ready,Keyless start,Heated windshield,LED-headlights,Parking Assistant,Parking camera: Simple camera,Tire-pressure monitoring system,Lane departure warning system,Emergency brake assist",70390.0,,,,5.0,,0.0,,,,,,
13841057,Car,Audi,Q4 e-tron,,Gray,Nonmetallic,Four wheel,"Alloy wheels,Airconditioning: Automatic,Cruise control: Adaptive,Parking sensors,Satellite navigator,Multiactive Steering Wheel,Sport base,LED-headlights,Parking camera: Simple camera",68880.0,,,5.0,4.0,195.0,82.0,,160000.0,495.0,CCS,135.0,135.0
13841081,Car,Volkswagen,ID3,,Blue,Nonmetallic,Rear wheel,"Airconditioning: Automatic,Cruise control: Adaptive,Satellite navigator,Parking Assistant,Parking camera: Simple camera",44540.0,,,5.0,5.0,150.0,62.0,,160000.0,424.0,CCS,120.0,120.0
13841088,Car,Volkswagen,ID3,,Red,Nonmetallic,Rear wheel,"Power windows,Alloy wheels,Airconditioning: Automatic,Cruise control: Adaptive,Satellite navigator,Parking Assistant,Parking camera: Simple camera",53010.0,,,5.0,5.0,150.0,62.0,,160000.0,421.0,CCS,120.0,120.0
13841094,Car,Volkswagen,ID5,,Black,Nonmetallic,Four wheel,"Tow bar,Alloy wheels,Airconditioning: Automatic,Cruise control: Adaptive,Parking sensors,Satellite navigator,Parking camera: Simple camera",61000.0,,,5.0,5.0,220.0,82.0,,160000.0,507.0,CCS,170.0,170.0
